price,floor_area,bedroom,bathroom,place,type_house,longitude,latitude,city_district
320000.0,90,3,3,Dublin 24,house,-6.335604,53.272776,Firhouse Village ED
175000.0,95,3,2,,house,-7.6158302940796,55.182463009458,Carrowkeel ED
140000.0,111,4,2,Knock,house,-8.925091,53.789611,Knock North ED
235000.0,71,2,1,Dublin 11,house,-6.299577,53.386199,Finglas South B ED
75000.0,66,1,1,Ballina,apartment,-9.114386,53.981152,Toomore ED
75000.0,45,2,1,Nenagh,apartment,-8.194777,52.867724,
150000.0,91,3,2,Carlow,house,-6.935314,52.837222,Carlow Urban ED
245000.0,125,4,3,Dunmanway,house,-9.136259,51.764263,Coolmountain ED
195000.0,76,2,2,Drogheda,house,-6.344602,53.718744,
485000.0,264,4,3,Shannon,house,-8.858116,52.654904,Pallaskenry
795000.0,137,4,3,Dundalk,house,-6.21241,53.309359,Blackrock-Glenomena ED
235000.0,121,4,2,Castlebar,house,-9.309627,53.861455,Castlebar Rural ED
295000.0,100,3,3,Cork city southside,house,-8.471708,51.866279,Ballincollig - Carrigaline
250000.0,120,3,2,Athenry,house,-8.75078,53.307433,Athenry ED
200000.0,128,3,1,Portlaoise,house,-7.362898,53.165489,Garrymore ED
535000.0,96,3,2,Dublin 14,apartment,-6.245964,53.310382,Clonskeagh-Milltown ED
425000.0,94,3,1,Dublin 1,house,-6.23108,53.354562,
249950.0,124,3,2,Mullingar,house,-7.246945,53.54525,Cloghan ED
1250000.0,243,2,3,Dun Laoghaire,apartment,-6.114903,53.257099,Killiney North ED
100000.0,105,4,1,Wexford,house,-6.463713,52.341811,
100000.0,65,2,1,Gorey,house,-6.302365,52.673553,Gorey Urban ED
269000.0,76,3,2,Lucan,house,-6.430403,53.324723,Clondalkin-Dunawley ED
329000.0,211,4,3,,house,-9.210495,52.696124,Kilfiddane ED
950000.0,215,5,3,Dublin 18,house,-6.217128,53.215517,Glencullen ED
170000.0,85,2,2,Dublin 17,,-6.181615670195106,53.40316070269836,Priorswood C ED
239500.0,120,4,3,Castlebar,house,-9.280426,53.862977,Castlebar Rural ED
175000.0,117,3,2,Waterford,house,-7.118414,52.261574,Centre A
350000.0,77,2,2,Dublin 18,apartment,-6.148821,53.264484,Cabinteely-Pottery ED
995000.0,253,5,5,Bray,house,-6.171918,53.1885,Enniskerry ED
445000.0,80,2,1,Dublin 7,house,-6.288268,53.352419,Arran Quay E ED
200000.0,122,4,3,Tuam,house,-8.872658,53.510384,Tuam Rural ED
595000.0,148,4,4,Dublin 13,house,-6.156758,53.413571,Balgriffin ED
160000.0,90,3,1,Dundalk,house,-6.41644762,54.01475862,Dundalk Rural ED
320000.0,65,2,1,Dublin 4,apartment,-6.215594,53.34242,Pembroke East A ED
130000.0,60,3,1,Waterford,house,-7.114538,52.258531,Centre B
200000.0,193,5,2,,house,-7.4991071,53.3682878,Kilbeggan ED
175000.0,167,4,2,Newcastle West,house,-9.058416,52.449784,Newcastle Urban
299000.0,81,2,1,Dublin 24,house,-6.373718,53.26642,Clondalkin ED
215000.0,112,3,2,Kenmare,house,-9.579134,51.886557,Kenmare ED
275000.0,140,4,1,,house,-6.348013,52.464244,Castle Talbot ED
385000.0,99,2,1,Dublin 3,house,-6.240713,53.356438,
395000.0,79,2,2,Dublin 18,apartment,-6.149881,53.256673,Cabinteely-Loughlinstown ED
575000.0,152,4,4,Maynooth,house,-6.58602,53.3858568,
325000.0,101,3,3,Newbridge,house,-6.809872,53.165698,Morristownbiller ED
190000.0,101,4,1,,house,-6.260972,54.088585,Drummullagh ED
329000.0,211,4,3,,house,-9.210496,52.696124,Kilfiddane ED
650000.0,104,2,2,Blackrock,apartment,-6.166352,53.297732,Blackrock-Seapoint ED
305000.0,80,4,1,Dublin 5,house,-6.203982,53.393938,Kilmore C ED
550000.0,118,3,2,Dublin 7,house,-6.321143,53.367388,Ashtown B ED
470000.0,133,3,3,Dublin 24,house,-6.352596,53.271839,Clondalkin ED
169000.0,93,3,1,Limerick,house,-8.598586,52.649551,Galvone A
100000.0,88,3,1,Tipperary,house,-8.152314,52.473732,Tipperary East Urban
265000.0,56,2,1,Dublin 7,house,-6.272128,53.350554,Inns Quay C ED
1475000.0,242,3,3,Dun Laoghaire,apartment,-6.113445,53.268406,Dalkey Hill ED
745000.0,109,3,1,Dublin 8,house,-6.281168,53.333396,Merchants Quay D ED
385000.0,114,3,4,Sligo,house,-8.551936,54.307338,Drumcliff West ED
275000.0,84,2,2,Dublin 22,house,-6.441245,53.282064,Saggart ED
155000.0,114,3,1,,house,-8.716387,54.252659,Toberpatrick West ED
275000.0,48,2,1,Skibbereen,apartment,-9.543553079248738,51.52728739698628,Skull
365000.0,100,3,2,Skibbereen,apartment,-9.54366787784184,51.52718126663771,Skull
95000.0,50,2,1,Longford,house,-7.606524,53.679237,Edgeworthstown ED
230000.0,93,3,3,Cobh,house,-8.307985,51.854213,Cobh Rural ED
269500.0,95,3,3,Cobh,house,-8.309259,51.856259,Cobh Rural ED
160000.0,102,3,2,Ballina,house,-9.154481,54.116589,Ballina Urban ED
355000.0,95,3,1,Dublin 22,house,-6.385368,53.318345,Clondalkin-Monastery ED
1200000.0,390,6,2,Drogheda,house,-6.33562,53.710445,St. Laurence Gate ED
265000.0,136,4,2,Loughrea,house,-8.55914,53.205996,Loughrea Urban ED
160000.0,69,3,1,Mallow,house,-8.650975,52.131363,Mallow South Urban
240000.0,105,3,1,Arklow,house,-6.149475,52.794997,Arklow No 1 Urban ED
2250000.0,278,5,4,Blackrock,house,-6.189522,53.300813,Blackrock-Williamstown ED
895000.0,145,3,3,Dublin 4,house,-6.210391,53.331008,Pembroke East C ED
215000.0,59,1,1,Dublin 24,apartment,-6.329414,53.270021,Clondalkin ED
229000.0,116,3,3,Wexford,house,-6.495989,52.326477,Wexford Rural ED
275000.0,98,3,3,Naas,apartment,-6.666785,53.244247,Naas Rural ED
195000.0,79,2,2,Dublin 24,apartment,-6.334929,53.291259,Clondalkin ED
210000.0,77,2,2,Cork city northside,apartment,-8.483302,51.919337,Fair Hill C
595000.0,234,4,6,Drogheda,house,-6.316302,53.750524,Termonfeckin ED
310000.0,150,4,3,Waterford,house,-7.071769,52.244797,Ballynakill
215000.0,60,3,1,Drogheda,house,-6.349553,53.709455,West Gate ED
425000.0,159,4,2,Galway,house,-9.172565,53.361667,Tullokyne ED
260000.0,108,3,2,Cork city northside,house,-8.512337,51.898541,Shanakiel
199000.0,150,3,2,,house,-7.742764,54.126697,Templeport ED
310000.0,97,3,3,Newbridge,house,-6.809538,53.164471,Morristownbiller ED
235000.0,93,3,2,Macroom,house,-8.949982,51.902843,Macroom Urban
175000.0,90,3,2,Tuam,house,-8.855634,53.530314,Tuam Rural ED
575000.0,226,4,6,Wexford,house,-6.476169,52.320713,
270000.0,75,3,1,Dublin 24,house,-6.354591,53.286407,Tallaght-Millbrook ED
82500.0,59,2,1,Castlebar,apartment,-9.290145,53.845294,Castlebar Rural ED
450000.0,160,4,3,Waterford,house,-7.021589,52.176934,Killea
310000.0,148,4,4,Dublin 22,house,-6.4496,53.281477,Saggart ED
280000.0,69,2,1,,apartment,-6.068806,53.127749,Kilcoole ED
97000.0,59,2,1,Castleblayney,apartment,-6.734597,54.122573,Castleblaney Urban ED
225000.0,60,3,1,Cork city southside,house,-8.483744,51.890478,The Lough
149000.0,77,3,1,Limerick,house,-8.630786,52.653572,Prospect A
210000.0,84,2,1,Drogheda,house,-6.348362,53.707471,St. Laurence Gate ED
365000.0,61,2,1,Dublin 9,house,-6.245251,53.387125,Drumcondra Rural ED
145000.0,126,4,2,Sligo,house,-8.478846,54.270357,
785000.0,230,5,4,Rush,house,-6.079524,53.5198,Rush ED
290000.0,111,3,1,,house,-7.481421,52.277898,Ross
160000.0,88,2,3,Enniscorthy,house,-6.576601,52.512363,Enniscorthy Rural ED
560000.0,90,2,2,Dublin 6,apartment,-6.250792,53.313725,Rathmines and Rathgar East ED
130000.0,80,3,1,Limerick,house,-8.637531,52.675098,Killeely A
220000.0,111,3,1,Clonakilty,house,-9.031574,51.596494,Cahermore ED
265000.0,114,4,2,,house,-8.557652,52.181967,Clenor ED
289950.0,101,3,3,Trim,house,-6.670822,53.660765,Navan Rural ED
385000.0,99,2,1,Dublin 3,house,-6.240718,53.356437,
195000.0,105,3,3,Tuam,house,-8.854958,53.529297,Tuam Rural ED
330000.0,104,4,2,,,-10.013766,52.310995,Castlegregory ED
207500.0,126,3,3,Wexford,house,-6.384026,52.245076,Kilscoran ED
595000.0,107,3,2,Dublin 3,house,-6.182923,53.375189,Clontarf East A ED
395000.0,62,2,1,Dublin 8,house,-6.305127,53.337369,Ushers F ED
170000.0,148,4,3,,,-8.083075,53.218166,Clonfert ED
330000.0,174,4,2,Monaghan,house,-6.979902,54.245372,Monaghan Rural ED
75000.0,50,2,1,Charleville,house,-8.8563221,52.3415142,Milford
395000.0,103,4,2,Swords,house,-6.225579,53.465027,Swords-Lissenhall ED
195000.0,101,3,3,Tullamore,house,-7.503298,53.294181,Tullamore Rural ED
235000.0,85,3,2,Cork city northside,house,-8.477238,51.905208,Shandon A
295000.0,72,2,3,Dublin 15,house,-6.431208,53.398882,Clonsilla ED
190000.0,60,2,1,Drogheda,apartment,-6.250066,53.703645,Saint Mary's ED
120000.0,120,3,2,Thurles,house,-7.6044673,52.6758811,Buolick
595000.0,92,3,1,Dublin 16,house,-6.248404,53.280325,Ballinteer-Ludford ED
560000.0,244,4,5,Gorey,house,-6.237589,52.642923,Ardamine ED
150000.0,82,2,2,Naas,apartment,-6.53071,53.171227,Blessington ED
475000.0,116,2,2,Dublin 16,house,-6.308826,53.280793,Ballyboden ED
220000.0,113,4,3,,house,-9.812003,53.758648,Louisburgh ED
120000.0,56,1,1,Waterford,apartment,-7.118327,52.26287,The Glen
280000.0,110,3,3,Gorey,house,-6.239208,52.645897,Courtown ED
110000.0,53,2,1,Cork city northside,apartment,-8.59093,51.928661,Blarney ED
215000.0,110,3,3,Carlow,house,-6.94618,52.841669,Graigue ED
75000.0,50,2,1,Charleville,house,-8.856322,52.341514,Milford
199000.0,100,3,1,Mallow,house,-8.639536,52.125871,Mallow North Urban
275000.0,101,3,2,Ashbourne,house,-6.400361,53.50385,Donaghmore ED
199000.0,120,4,3,Miltown Malbay,house,-8.977715,52.842257,Ennis No. 3 Urban ED
289000.0,74,3,1,Dublin 17,house,-6.221719,53.397115,Coolock ED
495000.0,103,4,2,Dublin 12,apartment,-6.334623,53.329812,Inchicore B ED
265000.0,118,3,4,,house,-6.247374,53.789537,Clogher ED
295000.0,96,3,3,Carrigaline,house,-8.3825,51.82294,Ballincollig - Carrigaline
350000.0,90,3,2,Swords,house,-6.240023,53.472627,Swords ED
179500.0,99,3,3,Cavan,house,-7.345849,54.001381,Cavan Rural ED
199000.0,81,2,1,Wexford,house,-6.452828,52.376624,Ardcavan ED
600000.0,111,4,2,Drogheda,house,-6.346445,53.722186,Fair Gate ED
225000.0,119,3,1,Roscrea,,-7.793658,52.946072,Roscrea
120000.0,45,1,1,Gorey,apartment,-6.234126,52.636134,Ardamine ED
385000.0,113,3,3,Kenmare,house,-9.500461111658012,52.06240317819172,Killarney Urban ED
995000.0,143,4,2,Blackrock,house,-6.20068,53.30868,Blackrock-Booterstown ED
245000.0,108,3,3,Macroom,house,-8.978836,51.912762,Macroom Urban
125000.0,52,2,2,Cavan,house,-7.367985,53.990379,Cavan Urban ED
275000.0,189,4,3,,house,-8.305343,54.242242,Drumahaire ED
189000.0,75,2,2,Bandon,house,-8.734378,51.749507,Bandon ED
875000.0,198,4,2,Dun Laoghaire,house,-6.144754,53.28798,Dun Laoghaire-West Central ED
250000.0,80,3,1,Dublin 10,house,-6.371248,53.342403,Palmerston ED
395000.0,116,3,2,Dublin 5,house,-6.210287,53.382095,Drumcondra Rural ED
265000.0,88,3,1,Cork city southside,house,-8.473187,51.881639,Ballyphehane B
200000.0,206,4,2,Carrick On Shannon,house,-8.091735,53.947301,Carrick on Shannon ED
425000.0,278,5,4,,house,-6.409938,53.80372,Mullary ED
220000.0,102,4,3,Macroom,house,-8.96474,51.908734,Macroom Urban
625000.0,123,3,3,Dublin 18,house,-6.24776,53.271089,Ballinteer-Woodpark ED
305000.0,80,4,1,Dublin 5,house,-6.203986,53.393937,Kilmore C ED
200000.0,113,4,1,,house,-6.425566,53.69202,Duleek ED
645000.0,117,3,2,Dublin 6W,house,-6.280586,53.313168,Rathmines West E ED
185000.0,156,4,1,Ballinrobe,house,-9.18764,53.599277,Neale ED
295000.0,41,2,1,,house,-7.431646,53.502667,Hopestown ED
395000.0,110,4,3,Dublin 20,house,-6.377505,53.358735,Palmerstown West ED
300000.0,89,3,1,Galway,house,-9.063578,53.278959,Shantalla
225000.0,153,4,3,,house,-9.049602,52.066296,Drishane
1700000.0,207,4,3,Dublin 15,house,-6.3524382,53.3696057,Castleknock-Knockmaroon ED
1050000.0,175,4,3,Blackrock,house,-6.187524,53.290967,Stillorgan ED
325000.0,78,2,2,Dublin 18,apartment,-6.124288,53.227577,Rathmichael ED
90000.0,80,2,1,,house,-8.408787,53.13123,Tynagh ED
135000.0,63,2,1,Nenagh,house,-8.195935,52.868751,Nenagh West Urban
310000.0,64,2,1,Dublin 8,apartment,-6.306049,53.340085,Ushers F ED
695000.0,206,4,3,Dublin 15,house,-6.3922,53.456352,Donaghmore ED
140000.0,108,3,1,Lifford,house,-7.276815,55.070404,Kilderry ED
100000.0,279,5,1,,house,-7.641287,52.615114,New Bermingham
200000.0,98,3,3,Letterkenny,house,-7.718186,54.958917,Letterkenny Rural ED
259950.0,121,4,2,Mullingar,house,-7.338619,53.513405,Mullingar Rural ED
288000.0,80,3,2,Galway,house,-9.122588,53.264179,Barna
220000.0,118,4,3,Dundalk,house,-6.402811,54.018109,Dundalk Rural ED
189950.0,50,2,1,Cork city northside,,-8.616282,51.923049,Matehy
225000.0,72,2,2,Newbridge,apartment,-6.789645,53.170501,Morristownbiller ED
340000.0,119,3,1,Bray,house,-6.125802,53.191048,Kilmacanoge ED
495000.0,171,3,3,Skibbereen,house,-9.529564,51.540663,Skull
235000.0,189,6,2,Lifford,house,-7.255807,55.26008,Carndonagh ED
120000.0,95,3,2,,house,-7.729573,54.976205,Letterkenny Rural ED
185000.0,63,2,2,Cork city southside,apartment,-8.515082,51.897097,St. Mary's ED
225000.0,136,4,1,,,-9.358928,54.275195,Ballycastle ED
140000.0,76,2,1,Waterford,house,-7.139402,52.250869,Ticor North
475000.0,153,4,3,Dublin 15,house,-6.439992,53.391193,Clonsilla ED
375000.0,52,2,1,Dublin 4,house,-6.235693,53.340383,Pembroke West A ED
250000.0,84,2,2,Limerick,house,-8.440649,52.805851,Killaloe ED
295000.0,109,3,1,Dublin 12,house,-6.337901,53.330594,Inchicore B ED
195000.0,76,3,1,,house,-6.310731,52.608193,Ballycanew ED
230000.0,75,2,1,Ashbourne,house,-6.400546,53.503806,Donaghmore ED
145000.0,89,2,1,Dundalk,house,-6.399018,54.008283,Dundalk No. 2 Urban ED
330000.0,72,3,2,Dublin 8,house,-6.289869,53.33381,
895000.0,110,3,2,Blackrock,house,-6.192944,53.297132,Blackrock-Central ED
630000.0,400,6,5,Naas,house,-6.815068,53.285052,Robertstown ED
160000.0,84,3,1,Ballina,house,-9.157313,54.126352,Ballina Rural ED
285000.0,58,2,2,Bray,apartment,-6.114062,53.205787,Bray No 1 ED
250000.0,78,3,2,,house,-10.119912,53.415328,Bunowen ED
265000.0,97,3,2,,house,-9.804381,53.763283,Louisburgh ED
110000.0,68,3,1,Athy,house,-6.98747,52.998765,Athy Urban East ED
225000.0,82,3,2,Cork city southside,house,-8.489533,51.881597,Togher A
275000.0,105,4,1,Carlow,,-6.944798,52.845932,Graigue ED
250000.0,55,2,1,Dublin 8,apartment,-6.319432,53.338975,Kilmainham C ED
399000.0,256,4,4,,house,-7.937991,52.951473,Mountheaton ED
220000.0,117,4,3,Cavan,house,-7.355325,53.979836,Cavan Urban ED
725000.0,168,4,3,Dublin 18,house,-6.215039,53.258673,Glencullen ED
275000.0,143,2,2,Galway,apartment,-8.990892,53.284021,Ballybaan
250000.0,108,3,1,Carrick on Suir,house,-7.315512,52.330665,Fiddown
300000.0,98,3,4,Galway,house,-8.974726,53.273793,Ballybaan
845000.0,155,4,3,Malahide,house,-6.143458,53.449252,Malahide ED
169950.0,143,4,2,Mullingar,house,-7.294877,53.677372,Kinturk ED
190000.0,94,3,3,,house,-6.945223,53.813116,Mullagh ED
165000.0,175,4,2,,house,-7.924612,52.984143,Shinrone ED
365000.0,152,4,3,,house,-9.13461,52.7569,Clondagad ED
80000.0,60,2,1,Sligo,apartment,-8.459251,54.277111,
80000.0,60,2,1,Sligo,apartment,-8.459251,54.277111,
315000.0,83,2,2,Greystones,apartment,-6.071801,53.127444,Kilcoole ED
275000.0,109,3,3,Cork city northside,house,-8.453656,51.90279,St. Patrick's A
765000.0,145,4,2,Malahide,house,-6.162031,53.450648,Malahide-West ED
340000.0,97,3,1,Dublin 11,house,-6.302436,53.395325,Finglas North C ED
675000.0,105,2,1,Dublin 12,,-6.3174452,53.3083604,Terenure-Greentrees ED
750000.0,150,4,3,Dublin 7,house,-6.29125,53.361598,Cabra East B ED
245000.0,167,4,3,Mallow,house,-8.629152,52.137245,Mallow North Urban
295000.0,42,2,1,Dublin 6W,,-6.284992,53.308505,Terenure D ED
225000.0,70,2,2,Maynooth,apartment,-6.531449,53.332791,Donaghcumper ED
145000.0,80,3,2,Waterford,house,-7.233962,52.290273,Pollrone
1700000.0,312,5,5,Dublin 13,house,-6.056231,53.375159,Howth ED
375000.0,141,4,3,,house,-8.729902,53.231547,Craughwell ED
220000.0,88,5,2,Cork city southside,house,-8.472785,51.894324,South Gate A
325000.0,157,3,1,Arklow,house,-6.607558,52.708672,Moyacomb ED
350000.0,190,5,4,,house,-9.290345,53.397502,Oughterard ED
275000.0,87,2,2,Dublin 10,house,-6.348079,53.342096,Decies ED
259950.0,121,4,2,Mullingar,house,-7.337847,53.512569,Mullingar Rural ED
265000.0,83,3,1,Galway,house,-9.009722,53.285967,Ballybaan
535000.0,188,4,3,Waterford,house,-7.016753,52.145018,Rathmoylan
319950.0,112,2,1,Rush,,-6.113055,53.524051,Rush ED
270000.0,74,2,2,Lucan,apartment,-6.445844,53.344277,Lucan ED
180000.0,132,4,2,New Ross,house,-6.837045,52.183024,Fethard ED
360000.0,88,3,2,Swords,house,-6.253668,53.459018,Swords-Glasmore ED
75000.0,77,3,1,,house,-7.909302,53.630006,Cashel East ED
230000.0,102,3,3,Athlone,house,-7.961636,53.423734,Athlone West Urban ED
75000.0,53,2,1,Castleblayney,apartment,-6.735758,54.124627,Castleblaney Urban ED
130000.0,75,3,1,,house,-7.811726,53.622499,Kilcommock ED
375000.0,105,3,2,Greystones,house,-6.110517,53.087161,Newcastle Upper ED
175000.0,102,3,2,Portlaoise,,-7.280636,53.042766,Portlaoise Rural ED
115000.0,56,2,1,Waterford,apartment,-7.103972,52.258974,Park
395000.0,143,3,2,Dublin 13,house,-6.160613,53.392604,Coolock ED
110000.0,58,2,1,Limerick,apartment,-8.633671,52.66014,Dock A
750000.0,150,3,2,Dublin 14,house,-6.221116,53.288308,Stillorgan-Kilmacud ED
340000.0,80,3,1,Swords,house,-6.206889,53.445657,Kinsaley ED
515000.0,63,2,1,Dun Laoghaire,house,-6.126288,53.285535,Dun Laoghaire-Glasthule ED
525000.0,80,3,1,Blackrock,house,-6.224459,53.27934,Dundrum-Balally ED
210000.0,78,2,2,Cork city northside,house,-8.45416,51.902576,Tivoli A
245000.0,74,2,2,Dunboyne,apartment,-6.48001,53.412818,Dunboyne ED
265000.0,88,3,1,Cork city southside,house,-8.484823,51.887721,The Lough
195000.0,120,4,1,Knock,house,-9.198086,53.52677,Houndswood ED
300000.0,52,2,1,Dublin 15,apartment,-6.330287,53.37226,Blanchardstown ED
195000.0,90,3,2,Miltown Malbay,house,-8.978906,52.835796,Ennis Rural ED
350000.0,61,2,1,,apartment,-6.155269,53.438849,Malahide East ED
285000.0,110,3,1,Dublin 15,house,-6.418902,53.391281,Clonsilla ED
175000.0,86,3,1,Ballinrobe,house,-9.227749,53.625408,Ballinrobe ED
250000.0,100,4,2,Trim,house,-6.682536,53.647302,Navan Urban ED
315000.0,176,3,2,Arklow,house,-6.150046,52.799605,Arklow No 2 Urban ED
140000.0,109,3,1,Athy,house,-6.982287,52.992606,Athy Urban East ED
275000.0,99,3,3,Kilkenny,house,-7.246395,52.636684,Kilkenny Rural
470000.0,172,3,3,,house,-8.03025,53.481284,Kiltoom ED
195000.0,95,3,1,,house,-7.331822,52.51594,Mallardstown
850000.0,450,4,2,Mitchelstown,house,-8.435739,52.283018,Kildorrery
65000.0,80,3,1,,house,-9.399272,53.542028,Cloonbur ED
317500.0,102,3,2,Wexford,house,-6.455774,52.258398,Killinick ED
275000.0,98,3,3,Trim,house,-6.656331,53.645824,Navan Rural ED
290000.0,112,3,1,Dublin 1,house,-6.249142,53.358084,Ballybough B ED
635000.0,194,4,3,Kilkenny,house,-7.239301,52.689957,Dunmore
179000.0,130,3,1,,house,-7.8913,54.045315,Castlefore ED
230000.0,100,3,1,Cork city southside,house,-8.462167,51.891178,Ballinlough ED A
135000.0,66,2,1,Carrick On Shannon,house,-8.102379,53.939223,Danesfort ED
375000.0,71,2,1,Bray,house,-6.110095,53.181035,Kilmacanoge ED
365000.0,63,2,2,,apartment,-6.1785659,53.4470541,Malahide-West ED
475000.0,167,4,4,Ashbourne,house,-6.3847465,53.5040464,Donaghmore ED
265000.0,143,3,2,Tullamore,house,-7.477805,53.270678,Tullamore Urban ED
325000.0,111,3,3,Kilkenny,house,-7.268307,52.666597,
215000.0,90,3,1,Drogheda,house,-6.366846,53.700267,St. Mary's ED
175000.0,98,3,2,Kilkenny,house,-7.134762,52.532088,Thomastown
380000.0,237,5,3,Dungarvan,house,-7.61564,52.095287,Dungarvan No 2 Urban
375000.0,91,2,1,Dublin 8,house,-6.300882,53.339649,Ushers F ED
255000.0,120,4,3,Mullingar,house,-7.323251,53.52339,Mullingar South Urban ED
75000.0,81,2,1,Longford,house,-7.795217,53.723203,Longford Number 1 Urban ED
125000.0,44,2,1,Longford,,-7.795217,53.723203,Longford Number 1 Urban ED
219000.0,55,1,1,Galway,apartment,-9.029232,53.282199,Wellpark
195000.0,82,3,1,Limerick,house,-8.59981,52.660023,Singland B
495000.0,138,3,3,Dublin 15,house,-6.3986435,53.3765073,Castleknock-Knockmaroon ED
395000.0,62,2,2,Dublin 16,apartment,-6.245926,53.288425,Dundrum-Sandyford ED
395000.0,103,3,2,Maynooth,house,-6.575668,53.38229,Maynooth ED
350000.0,128,3,3,Dublin 22,house,-6.447351,53.280291,Saggart ED
695000.0,128,3,2,Blackrock,house,-6.207346,53.307109,Blackrock-Glenomena ED
450000.0,102,3,1,Dublin 7,house,-6.311363,53.373769,Blanchardstown ED
795000.0,144,4,2,Blackrock,house,-6.190528,53.2919,Stillorgan ED
1500000.0,208,4,3,Dublin 14,house,-6.27704,53.286261,Whitechurch ED
275000.0,80,3,1,Dublin 24,house,-6.349133,53.282822,Clondalkin ED
220000.0,89,3,2,Midleton,house,-8.0480411,51.9100458,Ightermurragh
280000.0,102,3,2,,,-7.628428,53.355227,Clara ED
335000.0,120,4,2,,,-6.345267,52.428546,Castle Ellis ED
199950.0,96,3,3,Miltown Malbay,house,-8.986428,52.857691,Ennis Rural ED
325000.0,196,5,3,,house,-8.751647,52.864698,Tulla ED
250000.0,114,4,3,Miltown Malbay,house,-8.956502,52.858041,Ennis Rural ED
335000.0,86,2,2,,apartment,-6.326951,53.377927,Blanchardstown ED
325000.0,51,2,1,Dublin 8,apartment,-6.283539,53.347247,Arran Quay C ED
595000.0,102,3,1,,house,-6.199167,53.376479,Clontarf West A ED
395000.0,62,2,1,Dublin 14,house,-6.253386,53.293742,Dundrum-Sweetmount ED
525000.0,115,3,2,Dublin 5,house,-6.152468,53.383679,Raheny-Foxfield ED
150000.0,87,3,2,Letterkenny,house,-7.696249,54.957423,Castlewray ED
215000.0,60,2,2,Balbriggan,apartment,-6.182096,53.608911,Balbriggan Urban ED
210000.0,57,2,1,Balbriggan,apartment,-6.182094,53.608912,Balbriggan Urban ED
340000.0,118,4,3,Trim,house,-6.668379,53.643956,Navan Rural ED
995000.0,170,3,3,Dublin 14,house,-6.226041,53.298353,Clonskeagh-Roebuck ED
325000.0,50,1,1,Blackrock,apartment,-6.208728,53.30531,Blackrock-Glenomena ED
245000.0,102,3,1,Mallow,house,-7.926825,52.136375,Lismore Rural
340000.0,102,3,3,Maynooth,house,-6.525947,53.335423,Donaghcumper ED
70000.0,86,3,2,Longford,house,-7.819238,53.720261,
345000.0,180,3,2,Limerick,house,-8.52987,52.671544,Ballyvarra ED
215000.0,79,3,2,Westport,house,-9.51559,53.79834,Westport Urban ED
895000.0,177,5,4,Dublin 6,house,-6.279979,53.31052,Rathfarnham ED
545000.0,115,3,3,Dublin 16,house,-6.321751,53.280904,Firhouse-Ballycullen ED
100000.0,60,1,1,Mallow,house,-8.646661,52.137059,Mallow South Urban
150000.0,86,3,2,Thurles,house,-7.816414,52.677453,
495000.0,167,4,3,Clonakilty,,-8.901471,51.629464,Clonakilty Urban ED
215000.0,91,3,2,Wexford,house,-6.447405,52.389069,Ardcavan ED
385000.0,135,3,2,,house,-6.152874,53.397317,Grange B ED
220000.0,76,3,3,Balbriggan,house,-6.256734,53.634761,Stamullin ED
295000.0,42,1,1,Dublin 1,apartment,-6.243917,53.349593,
210000.0,78,3,1,Cork city southside,house,-8.476842,51.891009,Greenmount
235000.0,92,3,3,Waterford,house,-7.139075,52.233635,Kilbarry
279000.0,176,4,3,Mallow,house,-8.629393,52.137124,Mallow North Urban
395000.0,155,4,3,Athlone,,-7.8785,53.42706,Moydrum ED
795000.0,125,4,3,,house,-6.180038,53.28822,Stillorgan ED
395000.0,156,4,3,Midleton,house,-8.198613,51.909671,Midleton Rural
400000.0,127,3,2,Wexford,house,-6.473395,52.338126,Wexford No 1 Urban ED
549000.0,286,6,4,Gorey,house,-6.25786,52.655448,Courtown ED
185000.0,89,3,2,Midleton,house,-8.1246829,51.8631202,Cloyne ED
325000.0,60,2,1,Dublin 11,house,-6.29834,53.3706,Finglas ED
100000.0,93,2,2,Mallow,house,-8.646651,52.137237,Mallow South Urban
220000.0,216,4,3,,house,-7.681175,54.117016,Bawnboy ED
225000.0,75,2,1,Cork city southside,house,-8.484641,51.89203,The Lough
295000.0,106,4,1,Mitchelstown,house,-8.270471525405071,52.26916694349853,Mitchelstown
250000.0,125,3,3,Miltown Malbay,house,-9.357647,53.008344,Killilagh ED
290000.0,216,4,3,,house,-7.681297,54.116919,Bawnboy ED
265000.0,79,3,1,Cork city southside,house,-8.501778,51.872239,Ballincollig - Carrigaline
105000.0,80,2,1,Ballina,apartment,-9.154277,54.112016,Ballina Urban ED
850000.0,109,3,1,Dublin 4,house,-6.24342,53.324382,Rathmines East A ED
115000.0,124,4,1,,house,-7.701114,54.085989,Ballymagauran ED
120000.0,100,5,1,Bandon,house,-8.733574,51.747116,Bandon ED
220000.0,68,2,2,Cork city southside,apartment,-8.516884,51.874648,Ballincollig - Carrigaline
500000.0,107,4,2,Dublin 15,house,-6.3617198,53.3728068,Blanchardstown ED
260000.0,81,3,1,Dublin 15,house,-6.374718,53.396227,Blanchardstown ED
595000.0,256,4,4,Bandon,house,-8.800798,51.643619,Timoleague
300000.0,59,2,1,Dublin 8,apartment,-6.275352,53.34315,Merchants Quay B ED
175000.0,61,2,1,Cork city southside,apartment,-8.346629,51.866649,Ballincollig - Carrigaline
320000.0,101,3,3,Curragh,house,-6.741925,53.135017,Kilcullen ED
